# wvl[m], pitch, AOI, Azimuth, Transm_Pol-1, Transm_Pol-2, m11, m12, m13, m14, m21, m22, m23, m24, m31, m32, m33, m34, m41, m42, m43, m44
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 0.000000000000000000e+00 6.748907607948838360e-04 4.509781373644447880e-04 4.760334873044685944e-01 -9.467346256508810121e-02 9.558256920303619337e-05 2.179736299795042133e-04 -9.467348631692459882e-02 4.760332736497355777e-01 -3.880871968291050027e-04 2.550890411076703039e-05 2.027114608969903095e-04 -2.101731645097353919e-04 -1.800616648988878910e-01 4.303748989261311775e-01 -1.051630008839539980e-04 -3.203002961028664892e-04 -4.303747381420702234e-01 -1.800618035808295991e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 2.000000000000000000e+00 6.635875036775923516e-04 4.462010591900078408e-04 4.692344913481352742e-01 -9.191410068377200981e-02 -2.308650606848993998e-03 -5.529459361532419043e-03 -9.191239880481008595e-02 4.654254296452888240e-01 3.280373292444264260e-02 4.947600203690787762e-02 2.265920087155899945e-03 -3.229265755878581862e-02 -1.830109803930048129e-01 4.209111555839367136e-01 -5.575234978554166609e-03 4.981422276395965770e-02 -4.208718655448698276e-01 -1.792021217119126042e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 4.000000000000000000e+00 5.144316736972436976e-04 3.368414043613725067e-04 3.599304436414985098e-01 -7.508770813502926855e-02 -1.643234281343283060e-02 -3.477883384329443894e-03 -7.499637400044381619e-02 3.418613069030191909e-01 6.084465390439160182e-02 9.318193940271016218e-02 1.674000867913616117e-02 -6.092614004366350700e-02 -1.540075779853470883e-01 3.106115613702524203e-01 -3.949363537649006051e-03 9.320224782016976739e-02 -3.106111052240432269e-01 -1.359386720875996879e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 6.000000000000000000e+00 3.974994527026078192e-04 2.717754192050919507e-04 2.829789967200845857e-01 -5.315792114130923895e-02 -4.034955385918009840e-02 1.001573672762631068e-02 -5.317183377120938276e-02 2.569656344999415865e-01 5.787670097941580161e-02 9.470554683957432829e-02 4.029314346713946254e-02 -5.809330881760021298e-02 -1.498123688981501112e-01 2.265566276497313070e-01 1.016782876729581918e-02 9.456501077321877169e-02 -2.266220965204115978e-01 -1.237990927826343041e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 8.000000000000000000e+00 3.278661699085299620e-04 2.512677363232720539e-04 2.448661060364150099e-01 -3.238691425019715742e-02 -5.268188807927107198e-02 1.742072696854703173e-02 -3.235726090861178184e-02 2.131499256506751983e-01 5.054102347733176875e-02 9.429390799813712476e-02 5.266794379116056246e-02 -5.092122085657711794e-02 -1.540975018353724912e-01 1.796288843945751112e-01 1.751772352968001059e-02 9.409933733727721128e-02 -1.797403149453002946e-01 -1.223815310608166035e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 1.000000000000000000e+01 2.749317910727919765e-04 2.451985093273609598e-04 2.199185368358637094e-01 -1.257165716312449999e-02 -6.003276528619660296e-02 2.197390213132581135e-02 -1.260272422647346069e-02 1.848952511700220902e-01 4.101485736219921685e-02 9.170434681996697535e-02 5.998938670457733269e-02 -4.099080370831498232e-02 -1.580655488867798997e-01 1.450968427674224071e-01 2.207434419166140124e-02 9.171083724055364983e-02 -1.451079861206900912e-01 -1.230422787725486966e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 1.200000000000000000e+01 2.320595637035022067e-04 2.456907287504414626e-04 2.019996627932396094e-01 5.763451716204140429e-03 -6.336255583081931708e-02 2.431169094477223999e-02 5.763937949529104876e-03 1.663351890166344937e-01 3.023946646632840948e-02 8.727071180074079393e-02 6.336088646310095163e-02 -3.024780211621997880e-02 -1.597772900921105022e-01 1.171992515600641938e-01 2.431592604892608006e-02 8.726779092261446880e-02 -1.172023050752702966e-01 -1.241128164495376995e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 1.400000000000000000e+01 1.961547209280916444e-04 2.496821042153554607e-04 1.885061919631723926e-01 2.263214391495977848e-02 -6.366931822744811842e-02 2.497821037158690083e-02 2.270961882034442866e-02 1.546796198307218984e-01 1.950700818264338929e-02 8.095737162917665541e-02 6.368903524324689980e-02 -1.973476288249767854e-02 -1.587698690383390066e-01 9.382770605258043684e-02 2.485733328259234071e-02 8.088044061784055438e-02 -9.386194539968072126e-02 -1.249434029572062954e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 1.600000000000000000e+01 1.668586999266464339e-04 2.560493573883693879e-04 1.788115806928838869e-01 3.771108676675945237e-02 -6.126713858021218262e-02 2.424515770132755141e-02 3.779032434132063856e-02 1.486427858673088076e-01 1.037536377359406063e-02 7.372752561277025329e-02 6.131928765409395965e-02 -1.046060172066582035e-02 -1.559349259466800974e-01 7.446405242154786885e-02 2.398858800912419958e-02 7.367489035869381753e-02 -7.443304608414479107e-02 -1.257662511126496074e-01
2.100000000000000011e-07 1.750000000000000000e+02 2.700000000000000000e+01 1.800000000000000000e+01 1.424096680182065314e-04 2.630939795256218515e-04 1.714527470920982899e-01 5.102705453871028696e-02 -5.665740498389359309e-02 2.232471483807474052e-02 5.105149484875867727e-02 1.463737067669186043e-01 3.043643820449682975e-03 6.523464634930911665e-02 5.669817583018049723e-02 -2.987946978519658969e-03 -1.513592992435678908e-01 5.813731681321294281e-02 2.216475712124774122e-02 6.521809713171970724e-02 -5.809466466655471839e-02 -1.262803070968004926e-01
